post_text,pos
【健康提示】面对疫情，保持情绪稳定，收好这份建议随着疫情不断发展，各种信息每天不断刷屏，不要盲目恐慌，过度焦虑、失眠等问题，会直接影响身体健康状况。疫情时期，在增加身体免疫力的同时，更要增强心理免疫力。天津医科大学总医院临床心理科建议您通过以下方式自我调适。温馨提示① 减少因信息过载带来的心理负担尽量控制自己每天接收有关信息的时间不超过一个小时，在睡前不宜过份关注相关信息，不道听途说，不信谣不传谣，关注必要的信息，减少杂音。② 与自我对话，自我鼓励我们都有一种自言自语的特殊能力，不论是大声地或无声地自言自语，你都能利用这种能力训练自己克服艰难的挑战。因此你可以这么告诉自己：“它可能不好玩，但我可以应付它”，“这会是一段很重要的经历”，“我不能让焦虑和生气占上风”。③ 运动运动的好处在于帮你减少精神上的紧张， 增加心血管机能，增加自我效能，提高自信心，降低沮丧等，可以更好地调整心态。④ 正向思维面对 “新型冠状病毒肺炎” 时，可以运用如下的思考方式：1、不要只往坏处看，注意每日的资讯中，其实正面信息是多于负面的。2、留意事实和数据，根据事实，判定自己的担忧是否合理（例如：发病率、死亡率、治愈率、医疗方法的发展、新的药物等）。3、多回忆在每一次遇到危机时你曾如何面对。重新肯定自己身为一个个体的能力。4、 以合理的态度看待事情，尝试以更广阔的角度了解问题的影响，问题会带来短暂的影响，但长远而言事情最终能改善及成为过去。5、 保持对前景的盼望，即使在危急时期，也不要忽略在我们身边的美好事物。同理，当你很担心自己和家人将会受到感染，感到很大的心理压力，也建议你继续正向思维：1、不能肯定将来会怎样，但这一刻我仍然拥有健康，我可以继续努力生活。2、 我也可以提醒我的亲人，保持个人和家庭卫生，戴口罩，以及认真洗手和消毒。3、我可以加倍留意自己和家人的身心健康，让自己有开心的时间。4、 即使我真的生病，也会有很多人陪伴我一起面对。积极联想法在您感觉到焦虑和不安时，也可以使用积极联想法，大量研究表明精神状态可以影响免疫细胞的生成，可以调节植物神经系统和内分泌系统的功能，因此，积极的联想可以对自己的身心起到很好的调节作用，积极的冥想练习被证明可以提高人的免疫力，在很多病人身上起到了很好的效果。天津医科大学总医院临床心理科教大家一种冥想练习，建议您每天休息的时候可以用10-15分钟的时间作1-2次这种练习，还可以发挥自己的想象力，根据自己的经验改变联想的内容，不必拘泥于以下内容。冥想练习第一步、请你平躺在床上，使自己的身体十分舒适，闭上眼睛，缓慢地呼吸，要使自己能感受到气流经过鼻孔的感觉，以及吸入空气的清凉和呼出空气的温暖。第二步、缓慢呼吸3分钟，逐渐使自己的意念集中在肺部，想象自己的肺部像一片黎明时分的森林，现在有些雾气，有些阴暗，随着自己的缓慢呼吸，雾气被你从鼻孔一点一点地呼出，太阳一点一点地从黑暗中升起，霞光透过雾气和黑暗照耀着森林，鸟儿开始鸣唱，露珠开始闪光，你慢慢可以看清森林的绿色和花草的缤纷。第三步、仍然深深地慢慢地呼吸，仍然想着雾气和黑暗都被你一点一点地呼出体外，森林越来越清晰，花草越来越鲜艳，飞鸟越来越多地在林间飞翔欢唱，露珠像珍珠一样在草尖上、叶片上闪光。慢慢地深深地呼吸，想象着你肺部的森林也在微风中呼吸，清风吹散了迷雾，阳光驱散了阴霾，你的心情像鸟儿一样，在清风中飞舞。第四步、你继续缓慢地呼吸，深深地呼吸，想象森林也在呼吸，微风是森林的呼吸，氧气在森林中流动，溶在森林的小溪中，想象着小溪就像你的血管，氧气使小溪更加清澈，更加欢快，鱼儿在水中自由游弋，吞食着水中腐败的东西，净化着小溪，就像你体内的免疫细胞在吞食病毒颗粒一样，你的血液得到净化，更有活力。第五步、你继续缓慢地深呼吸，想象森林在随着你的呼吸而拂动，想象着小溪随着你的呼吸而流淌，当你感到十分舒服的时候，可以静静地体验这种感觉，然后慢慢地睁开眼睛，结束这一次联想练习。温馨提示如果负面情绪非常严重，持续出现下列问题，建议寻求临床心理科医生的帮助：1、心情持续低落，并伴有焦虑、躯体不适或睡眠障碍等症状；2、明知不必要、但又无法摆脱并反复呈现的观念、情绪或行为，如反复洗手、反复擦拭物品、不敢外出、不敢和人接触等；3、 过分关注自身健康，尽管没有出现病症，却一直怀疑自己被新型冠状病毒感染。希望所有人能用积极、稳定与爱应对疫情的方方面面，用互相支持来替代抱怨和指责，更不要过多恐慌。相信医疗，有序听从建议，保持良好的状态，让恐慌走向平静。请记住，有一支不求回报、无论生死的医疗队自愿加入了防疫前线，众志成城的奋战在抗击病魔最前端。我们真正要战胜的，是我们内心的未知和恐惧。 收起d,0
今天偶然刷到一条新闻 说最近很多二十多岁的人猝死了 精神压力大会导致疾病什么的 就一直心慌到现在胸口堵 服了 能不能不要让我刷到这种负面新闻 每次看到心里都要咯噔一下然后就开始胡思乱想 还有抖音上老是刷到脆皮大学生 求求了别给我推了 真的好焦虑,2
口水焦虑症家人们有吗，只要离别人近就会紧张，疯狂分泌口水，在意咽口水的声音,1
投稿易烊千玺今日直播活动怼脸cut#易烊千玺破洞针织内搭# L美颜滤镜粉碎机·真实很美好的微博视频 ​,0
事务繁杂 不舍巨款 聚餐好吃 心情复杂 一些见识 很多焦虑 特别疼痛 ​,1
 人软的要命，又犯了到底是什么原因啊，又查不出来 今天也没有惊恐发作啊啊啊啊啊,0
 今天走路的时候突然腰巨痛四肢也酸软无力发沉，喉咙有异物感上不来气胸闷气短，胃胀心慌，脖子后面和脑袋发凉😔最近闭眼睡觉心脏也一阵阵不舒服，感觉得啥大病了,0
"
浑身肉跳好几天了，隔几秒就跳一次，我问身边的朋友都没出现过这种症状，而且我的左手发软没力，好害怕，怎么办呀",1
不想去学校。一想起学校就无力，哭的全身发抖了已经,0
焦虑症的药需要长期坚持吃，才能逐渐变好，最后你会忘记什么是焦虑症。,0
 有没有朋友自从焦虑症以后就抗拒很多东西，发自内心抗拒离开熟悉的环境，抗拒坐车，抗拒出门旅行，抗拒参加活动，抗拒社交。。总之抗拒很多很多，感觉日常生活被狠狠影响了，好痛苦。怎么回到之前的生活状态啊,3
有没有头晕，闷闷的那种，不敢出门走路，走起来就腿软踩棉花感，生怕摔倒，爬楼梯也很喘,0
睡不着，好焦虑 ​,1
吃谷维素和维b1还没一个月刚开始还能秒睡但现在感觉用处不大了……这几天晚上睡也睡不着不知道是不是因为在假期的原因，下午也是再困都睡不着，朋友们有没有别的药推荐啊 睡不着真的很烦不想再变回以前的样子了,0
对未知不抗拒 对明天不焦虑 对生活有期待。 ​,0
还是改不了一焦虑就容易暴食的状态。北大六院，你到底什么时候才能让我挂上号？ ​,1
居家生活日记这两天真的一波三折 幸好幸好电脑 账号全在拿回家了去不然估计焦虑的饭都吃不下 2天长 ​,0
 从晚上开始左后背开始一阵一阵梗住的痛，持续到了现在，觉得心脏也开始痛了。好久好久没有这个症状了怎么突然又来了我现在真的很容易崩溃,2
下雨天下班路上看都看不清，好焦虑啊,1
虽然今天晚上学习效率很低（基本没学）但是我解决了最近焦虑的两大事！还是有点成就的吧！嘿嘿但是不知道其他的事情明天会不会又冒出来，哦我已经想到了，明天要背120个单词 ​,0
大家好，我是暮晨，我在参加 #太阳姐姐吴思潼##改变是为遇见更好的自己# 读书会 @吴思潼Sunny @太阳姐姐吴思潼 2019年1月15日打卡第五天今日共读内容：1，从外企高管到天赋定位导师转型之路2，赋能自己成就更多人3，如果还有梦，就迎着光勇敢去追第一，人生中最大的改变就是从认识太阳姐姐的那一刻开始的。我第一次感受到一个人的能量会有这么大，而且她带给我的影响是深远的。在此之前，我处在一种焦虑中，就是眼瞅着自己一天天变老，却没有活出自己想要的样子，失落之余并不知道该怎么办。我的朋友们都如我一般，但她们并不像我这么焦虑，因为她们始终保持着已然如此，又奈何的状态。有人说，你若想改变，会有很多人来帮你，原来真有此事。2019年底，机缘巧合下我进入了太阳姐姐的天赋定位特训营。我的改变从此一发不可收拾，第一，我笃定了自己在家庭教育领域深耕，开始读相关的书籍。第二，自己埋头努力是不够的 ，要与人建立关系，于是我开始主动与人交谈。地三，要通过社交媒体，打造个人ip，我每天坚持发微博，之后还会在其他平台写文章等。第四，要有团队意识，因为一个人只要跟着团队才能走得更远。所以，我一直跟着太阳姐姐的团队，跟大家一起努力。第五，要有使命感，要有利他思维，尽最大的努力帮助别人，成就自己，并能获得收益。这也是我愿意去做的。第二，在芳姐的故事里，我最深的感受就是六力理论里的执战力。芳姐的执战力非常强，真正做到了知行合一，实现了自己的价值。执战力是我目前最欠缺的力量，那么芳姐给了我一些启发。第一，不要忽视赋能的力量。第二，不要忽视时间管理的重要性。第三，不要忽视坚持的力量。第四，更不要忽视自己的使命。第三，jane的文章写得真好，我被这句话赋能了：如果还有梦，就迎着光勇敢去追！让我激情澎湃，可是当我扪心自问：“我真的有梦吗？”瞬间之前那种前景渺茫，虚无缥缈的感觉又重现了，这使我不安。但我按捺住低落的情绪，读完这篇文章的时候，我不禁感慨，她的转变是值得我去学习的。以人为师，学习五环法，这些是多么宝贵的知识呀！现在我也不焦虑了，也踏实了很多，因为我知道自己要做什么。 收起d,0
"
家人们咋样才能保持长期的睡眠状态啊？老是晚上难以入睡，很晚才睡着，早上被吵醒后就睡不着了，又困又睡不着，有没有什么好方法能让自己重新入睡啊？有没有什么比较管用的药啊？我吃了几款褪黑素和一些安神液啥的感觉好像都不太管用",0
 吃佐匹克隆会一直做梦，反复醒,2
说实话焦虑了，时代少年团你怎么回事啊，搞快点搞快点，就生日快乐四个字不好打吗 ​,1
 今天偷偷去了医院 看完后医生说得治疗 治疗一次一千多 得治疗好几次 老铁 我家里人不知道这事 我没钱 我药都没开,0
